sentence_style;sentence_id;x_nom_sg;x_group;x_gender;x_idx;x_stereotypical;x_level;y_nom_sg;y_group;y_gender;y_idx;y_stereotypical;y_level;adjective;modified;name;name_gender;text;es;fr;it;ar;ru;uk;he;alignment_es;alignment_fr;alignment_it;alignment_ar;alignment_ru;alignment_uk;alignment_he;x_phrase_indices;x_phrase_es;x_phrase_fr;x_phrase_it;x_phrase_ar;x_phrase_ru;x_phrase_uk;x_phrase_he;x_gender_es;x_votes_es;x_gender_fr;x_votes_fr;x_gender_it;x_votes_it;x_gender_ar;x_votes_ar;x_gender_ru;x_votes_ru;x_gender_uk;x_votes_uk;x_gender_he;x_votes_he
5;42;Werbegrafiker;232;MASCULINE;1;;Spezialisten;Partner;romantic;MASCULINE;4;;none;none;none;none;none;Der Werbegrafiker zieht seinen Partner nah zu sich und sie küssen sich leidenschaftlich.;El diseñador gráfico acerca a su pareja y se besan apasionadamente.;Le graphiste attire son partenaire contre lui et ils s'embrassent passionnément.;Il grafico stringe a sé la sua compagna e si baciano appassionatamente.;يقوم مصمم الجرافيك بتقريب شريكه إليه ويتبادلان القبلات بشغف.;Графический дизайнер притягивает свою партнершу к себе, и они страстно целуются.;Графічний дизайнер притягує партнерку до себе, і вони пристрасно цілуються.;המעצב הגרפי מקרב אליו את בת זוגו והם מתנשקים בלהט.;0-0 1-1 1-2 2-3 3-5 4-6 6-4 8-7 9-8 10-9 11-8 12-10;0-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-9 11-9 12-10;0-0 1-1 2-2 3-5 3-6 4-7 5-2 6-3 7-4 8-8 9-9 10-10 11-11 12-11;0-1 1-2 2-0 3-4 4-4 5-5 8-6 9-6 10-6 11-7 12-8;0-0 1-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-10 12-9 12-10;0-0 1-1 2-2 4-3 6-4 7-5 8-6 9-7 10-9 11-9 12-8 12-9;0-0 1-0 1-1 2-2 3-4 4-5 4-6 5-3 8-7 9-7 10-8 11-8 12-9;[0, 1];El diseñador gráfico;Le graphiste;Il grafico;مصمم الجرافيك;Графический дизайнер;Графічний дизайнер;המעצב הגרפי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;42;Werbegrafiker;232;MASCULINE;1;;Spezialisten;Partnerin;romantic;FEMININE;4;;none;none;none;none;none;Der Werbegrafiker zieht seine Partnerin nah zu sich und sie küssen sich leidenschaftlich.;El diseñador gráfico acerca a su pareja y se besan apasionadamente.;Le graphiste attire son partenaire contre lui et ils s'embrassent passionnément.;Il grafico stringe a sé la sua compagna e si baciano appassionatamente.;يقوم مصمم الجرافيك بتقريب شريكه إليه ويتبادلان القبلات بشغف.;Графический дизайнер притягивает свою партнершу к себе, и они страстно целуются.;Графічний дизайнер притягує партнерку до себе, і вони пристрасно цілуються.;המעצב הגרפי מקרב אליו את בת זוגו והם מתנשקים בלהט.;0-0 1-1 1-2 2-3 3-5 4-4 4-6 8-7 9-8 10-9 11-8 12-10;0-0 1-1 2-2 3-3 4-4 6-5 8-7 9-8 10-9 11-9 12-10;0-0 1-1 2-2 3-5 3-6 4-7 5-2 6-3 7-4 8-8 9-9 10-10 11-11 12-11;0-1 1-2 2-0 3-4 4-4 4-7 8-6 9-6 10-6 12-8;0-0 1-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-10 12-9 12-10;0-0 1-0 1-1 2-2 3-2 4-3 6-4 7-5 8-6 9-7 10-9 11-9 12-8 12-9;0-0 1-0 1-1 2-2 3-4 4-5 4-6 5-3 8-7 9-7 10-8 11-8 12-9;[0, 1];El diseñador gráfico;Le graphiste;Il grafico;مصمم الجرافيك;Графический дизайнер;Графічний дизайнер;המעצב הגרפי;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;42;Werbegrafikerin;232;FEMININE;1;;Spezialisten;Partner;romantic;MASCULINE;4;;none;none;none;none;none;Die Werbegrafikerin zieht ihren Partner nah zu sich und sie küssen sich leidenschaftlich.;La diseñadora gráfica acerca a su pareja y se besan apasionadamente.;La graphiste attire son partenaire contre elle et ils s'embrassent passionnément.;La graphic designer stringe a sé il suo partner e si baciano appassionatamente.;تسحب مصممة الجرافيك شريكها إليها ويتبادلان القبلات بشغف.;Графический дизайнер притягивает своего партнера к себе, и они страстно целуются.;Графічний дизайнер притягує свого партнера до себе, і вони пристрасно цілуються.;המעצבת הגרפית מקרבת אליה את בן זוגה והם מתנשקים בלהט.;0-0 1-1 1-2 2-3 3-5 4-6 6-4 8-7 9-8 10-9 11-8 12-10;0-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-9 11-9 12-10;0-0 1-1 1-2 2-3 3-6 3-7 4-8 5-3 6-4 7-5 8-9 9-10 10-11 11-10 12-12;0-1 1-2 1-3 2-0 3-4 4-3 8-5 9-5 10-5 11-6 12-7;0-0 1-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-10 12-9 12-10;0-0 1-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-10 11-10 12-9 12-10;0-0 1-0 1-1 2-2 3-4 4-5 5-2 8-6 9-7 10-8 11-8 12-9;[0, 1];La diseñadora gráfica;La graphiste;La graphic designer;مصممة الجرافيك شريكها;Графический дизайнер;Графічний дизайнер;המעצבת הגרפית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;42;Werbegrafikerin;232;FEMININE;1;;Spezialisten;Partnerin;romantic;FEMININE;4;;none;none;none;none;none;Die Werbegrafikerin zieht ihre Partnerin nah zu sich und sie küssen sich leidenschaftlich.;La diseñadora gráfica acerca a su pareja y se besan apasionadamente.;La graphiste attire son partenaire contre elle et ils s'embrassent passionnément.;La graphic designer stringe a sé il suo partner e si baciano appassionatamente.;تسحب مصممة الجرافيك شريكها إليها ويتبادلان القبلات بشغف.;Графический дизайнер притягивает своего партнера к себе, и они страстно целуются.;Графічний дизайнер притягує свого партнера до себе, і вони пристрасно цілуються.;המעצבת הגרפית מקרבת אליה את בן זוגה והם מתנשקים בלהט.;0-0 1-1 1-2 2-3 3-5 4-4 4-6 8-7 9-8 10-9 11-8 12-10;0-0 1-1 1-4 2-2 3-3 4-4 4-6 6-5 8-7 9-8 10-9 11-9 12-10;0-0 1-1 1-2 2-3 3-7 4-6 4-8 5-3 6-4 7-5 8-9 9-10 10-11 11-10 12-12;0-1 1-1 1-2 2-0 3-4 4-3 8-5 9-5 10-5 12-7;0-0 1-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-10 12-9 12-10;0-0 1-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 9-8 10-10 11-10 12-9 12-10;0-0 1-0 1-1 2-2 3-4 4-5 4-6 8-7 9-7 10-8 11-8 12-9;[0, 1];La diseñadora gráfica;La graphiste partenaire;La graphic designer;مصممة الجرافيك;Графический дизайнер;Графічний дизайнер;המעצבת הגרפית;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Werbegrafiker;232;MASCULINE;3;;Spezialisten;none;none;none;none;none;none;none;none;Leon;MASCULINE;Leon arbeitet als Werbegrafiker.;León trabaja como diseñador gráfico.;Léon travaille comme graphiste.;Leon lavora come grafico.;يعمل ليون كمصمم جرافيك.;Леон работает графическим дизайнером.;Леон працює графічним дизайнером.;ליאון עובד כמעצב גרפי.;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-1 1-0 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como diseñador gráfico.;comme graphiste.;come grafico.;كمصمم جرافيك.;графическим дизайнером.;графічним дизайнером.;כמעצב גרפי.;MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;46;Werbegrafiker;232;MASCULINE;3;;Spezialisten;none;none;none;none;none;none;none;none;Alexis;n;Alexis arbeitet als Werbegrafiker.;Alexis trabaja como diseñador gráfico.;Alexis travaille comme graphiste.;Alexis lavora come grafico.;أليكسيس تعمل كمصممة جرافيك.;Алексис работает графическим дизайнером.;Алексіс працює графічним дизайнером.;אלכסיס עובד כמעצב גרפי.;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como diseñador gráfico.;comme graphiste.;come grafico.;كمصممة جرافيك.;графическим дизайнером.;графічним дизайнером.;כמעצב גרפי.;MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;46;Werbegrafikerin;232;FEMININE;3;;Spezialisten;none;none;none;none;none;none;none;none;Alexis;n;Alexis arbeitet als Werbegrafikerin.;Alexis trabaja como diseñador gráfico.;Alexis travaille comme graphiste.;Alexis lavora come grafico.;أليكسيس تعمل كمصممة جرافيك.;Алексис работает графическим дизайнером.;Алексіс працює графічним дизайнером.;אלכסיס עובד כמעצב גרפי.;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como diseñador gráfico.;comme graphiste.;come grafico.;كمصممة جرافيك.;графическим дизайнером.;графічним дизайнером.;כמעצב גרפי.;MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;46;Werbegrafikerin;232;FEMININE;3;;Spezialisten;none;none;none;none;none;none;none;none;Sophia;FEMININE;Sophia arbeitet als Werbegrafikerin.;Sophia trabaja como diseñadora gráfica.;Sophia travaille comme graphiste.;Sophia lavora come graphic designer.;تعمل صوفيا كمصممة جرافيك.;София работает графическим дизайнером.;Софія працює графічним дизайнером.;סופיה עובדת כמעצבת גרפית.;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3 3-4;0-1 1-0 2-2 3-2 3-3;0-0 1-1 3-2 3-3;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como diseñadora gráfica.;comme graphiste.;come graphic designer.;كمصممة جرافيك.;графическим дизайнером.;графічним дизайнером.;כמעצבת גרפית.;FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;41;Fotograf;233;MASCULINE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Fotograf presst seinen Liebhaber an sich.;El fotógrafo aprieta a su amante contra él.;Le photographe serre son amant contre lui.;Il fotografo stringe a sé la sua amante.;يضغط المصور حبيبته عليه.;Фотограф прижимает к себе своего возлюбленного.;Фотограф притискає до себе кохану.;הצלם לוחץ אליו את אהובתו.;0-0 1-1 2-2 3-4 4-5 5-6 6-7;0-0 1-1 2-2 3-3 4-4 5-5 6-6;0-0 1-1 2-2 3-6 4-5 4-7 5-3 6-4 6-7;0-1 1-1 2-0 3-2 4-2 6-3;0-0 1-0 2-1 3-4 4-5 5-2 6-3 6-5;0-0 1-0 2-1 3-3 4-4 5-2 6-4;0-0 1-0 2-1 3-3 4-4 6-4;[0, 1];El fotógrafo;Le photographe;Il fotografo;المصور;Фотограф;Фотограф;הצלם;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;41;Fotograf;233;MASCULINE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Fotograf presst seine Liebhaberin an sich.;El fotógrafo aprieta a su amante contra él.;Le photographe serre son amant contre lui.;Il fotografo stringe a sé la sua amante.;يضغط المصور حبيبته عليه.;Фотограф прижимает к себе своего возлюбленного.;Фотограф притискає до себе кохану.;הצלם לוחץ אליו את אהובתו.;0-0 1-1 2-2 3-4 4-5 5-6 6-7;0-0 1-1 2-2 3-3 4-4 5-5 6-6;0-0 1-1 2-2 3-6 4-5 4-7 5-3 6-4 6-7;0-1 1-1 2-0 3-2 4-2 6-3;0-0 1-0 2-1 3-4 4-5 5-2 6-3 6-5;0-0 1-0 2-1 3-3 4-4 5-2 6-4;0-0 1-0 2-1 3-3 4-4 6-4;[0, 1];El fotógrafo;Le photographe;Il fotografo;المصور;Фотограф;Фотограф;הצלם;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;41;Fotografin;233;FEMININE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Fotografin presst ihren Liebhaber an sich.;La fotógrafa presiona a su amante contra ella.;La photographe serre son amant contre elle.;La fotografa stringe a sé il suo amante.;تضغط المصورة على حبيبها لتضمه إليها.;Фотограф прижимает к себе своего возлюбленного.;Фотографка притискає до себе коханого.;הצלמת לוחצת אליה את אהובה.;0-0 1-1 2-2 3-4 4-1 4-5 5-6 6-7;0-0 1-1 1-6 2-2 3-3 4-4 5-5 6-6;0-0 1-1 2-2 3-6 4-5 4-7 5-3 6-4 6-7;0-1 1-1 1-3 2-0 4-3 6-5;0-0 1-0 2-1 3-4 4-5 5-2 6-3 6-5;0-0 1-0 2-1 3-3 4-4 5-2 6-4;0-0 1-0 2-1 3-3 4-4 6-4;[0, 1];La fotógrafa;La photographe elle.;La fotografa;المصورة حبيبها;Фотограф;Фотографка;הצלמת;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;41;Fotografin;233;FEMININE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Fotografin presst ihre Liebhaberin an sich.;La fotógrafa aprieta a su amante contra sí.;La photographe serre son amant contre elle.;La fotografa stringe a sé il suo amante.;تضغط المصورة على حبيبها بقوة نحوها.;Фотограф прижимает свою возлюбленную к себе.;Фотографка міцно притискає до себе коханого.;הצלמת לוחצת את אהובה קרוב אליה.;0-0 1-1 2-2 3-4 4-5 5-6 6-7;0-0 1-1 1-6 2-2 3-3 4-4 5-5 6-6;0-0 1-1 2-2 3-6 4-5 4-7 5-3 6-4 6-7;0-1 1-1 2-0 3-3 4-3 4-5 5-2 6-5;0-0 1-0 2-1 3-2 4-3 5-4 6-5;0-0 1-0 2-2 3-4 4-5 5-3 6-5;0-0 1-0 2-1 3-2 4-3 6-5;[0, 1];La fotógrafa;La photographe elle.;La fotografa;المصورة;Фотограф;Фотографка;הצלמת;FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;44;Fotograf;233;MASCULINE;2;;Fachkraefte;none;none;none;none;none;none;none;none;Matteo;MASCULINE;Matteo ist Fotograf.;Matteo es fotógrafo.;Matteo est photographe.;Matteo è un fotografo.;ماتيو مصور فوتوغرافي.;Маттео — фотограф.;Маттео — фотограф.;מטאו הוא צלם.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-3;0-0 1-1 2-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-2;[1, 2];es fotógrafo.;est photographe.;è fotografo.;مصور فوتوغرافي.;— фотограф.;— фотограф.;הוא צלם.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
6;44;Fotograf;233;MASCULINE;2;;Fachkraefte;none;none;none;none;none;none;none;none;Kayra;n;Kayra ist Fotograf.;Kayra es fotógrafa.;Kayra est photographe.;Kayra è una fotografa.;كايرا مصورة فوتوغرافية.;Кайра — фотограф.;Кайра — фотограф.;קיירה היא צלמת.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-3;0-0 1-1 2-2;0-0 1-2 2-2;0-0 1-2 2-2;0-0 1-1 2-2;[1, 2];es fotógrafa.;est photographe.;è fotografa.;مصورة فوتوغرافية.;фотограф.;фотограф.;היא צלמת.;FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;44;Fotografin;233;FEMININE;2;;Fachkraefte;none;none;none;none;none;none;none;none;Kayra;n;Kayra ist Fotografin.;Kayra es fotógrafa.;Kayra est photographe.;Kayra è una fotografa.;كايرا مصورة فوتوغرافية.;Кайра — фотограф.;Кайра — фотограф.;קיירה היא צלמת.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-3;0-0 1-1 2-2;0-0 1-2 2-2;0-0 1-2 2-2;0-0 1-1 2-2;[1, 2];es fotógrafa.;est photographe.;è fotografa.;مصورة فوتوغرافية.;фотограф.;фотограф.;היא צלמת.;FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;44;Fotografin;233;FEMININE;2;;Fachkraefte;none;none;none;none;none;none;none;none;Emilia;FEMININE;Emilia ist Fotografin.;Emilia es fotógrafa.;Emilia est photographe.;Emilia è una fotografa.;إميليا مصورة فوتوغرافية.;Эмилия — фотограф.;Емілія — фотограф.;אמיליה היא צלמת.;0-0 1-1 2-2;0-0 1-1 2-2;0-0 1-1 2-3;0-0 1-1 2-2;0-0 1-2 2-2;0-0 1-1 2-2;0-0 1-1 2-2;[1, 2];es fotógrafa.;est photographe.;è fotografa.;مصورة فوتوغرافية.;фотограф.;— фотограф.;היא צלמת.;FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
5;43;Buchdrucker;234;MASCULINE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Der Buchdrucker flüstert seinem Liebhaber ein Kompliment zu.;El impresor susurra un cumplido a su amante.;L'imprimeur murmure un compliment à son amant.;Lo stampatore sussurra un complimento alla sua amante.;يهمس الطابع بكلمة إطراء لحبيبته.;Печатник шепчет комплимент своей возлюбленной.;Друкар шепоче комплімент своїй коханій.;המדפיס לוחש מחמאה לאהובתו.;0-0 1-1 2-2 3-6 4-7 5-3 6-4 7-7;0-0 1-0 2-1 3-5 4-6 5-2 6-3 7-4 7-6;0-0 1-1 2-2 3-5 3-6 4-7 5-3 6-4 7-7;0-1 1-1 2-0 4-4 5-2 6-3 7-4;0-0 1-0 2-1 3-3 4-4 6-2 7-4;0-0 1-0 2-1 3-3 4-4 6-2 7-4;0-0 1-0 2-1 3-3 4-3 6-2 7-3;[0, 1];El impresor;L'imprimeur;Lo stampatore;الطابع;Печатник;Друкар;המדפיס;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;43;Buchdrucker;234;MASCULINE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Der Buchdrucker flüstert seiner Liebhaberin ein Kompliment zu.;El impresor susurra un cumplido a su amante.;L'imprimeur murmure un compliment à son amant.;Lo stampatore sussurra un complimento alla sua amante.;يهمس الطابع بكلمة إطراء لحبيبته.;Печатник шепчет комплимент своей возлюбленной.;Друкар шепоче комплімент своїй коханій.;המדפיס לוחש מחמאה לאהובתו.;0-0 1-1 2-2 3-6 4-7 5-3 6-4 7-5 7-7;0-0 1-0 2-1 3-5 4-6 5-2 6-3 7-4 7-6;0-0 1-1 2-2 3-5 3-6 4-7 5-3 6-4 7-7;0-1 1-1 2-0 3-4 4-4 5-2 6-3 7-4;0-0 1-0 2-1 3-3 4-4 6-2 7-4;0-0 1-0 2-1 3-3 4-4 6-2 7-4;0-0 1-0 2-1 3-3 4-3 6-2 7-3;[0, 1];El impresor;L'imprimeur;Lo stampatore;الطابع;Печатник;Друкар;המדפיס;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE']
5;43;Buchdruckerin;234;FEMININE;1;;Fachkraefte;Liebhaber;romantic;MASCULINE;4;;none;none;none;none;none;Die Buchdruckerin flüstert ihrem Liebhaber ein Kompliment zu.;La impresora le susurra un cumplido a su amante.;L'imprimeur murmure un compliment à son amant.;La tipografa sussurra un complimento al suo amante.;تُهمس الطابعة بكلمة إطراء لحبيبها.;Печатница шепчет комплимент своему возлюбленному.;Друкарка шепоче комплімент своєму коханому.;המדפיסת לוחשת מחמאה לאהובה.;0-0 1-1 2-2 2-3 3-7 4-8 5-4 6-5 7-6 7-8;0-0 1-0 2-1 3-5 4-6 5-2 6-3 7-4 7-6;0-0 1-1 2-2 3-5 3-6 4-7 5-3 6-4 7-7;0-1 1-1 2-0 3-4 4-4 5-2 6-3 7-4;0-0 1-0 2-1 3-3 4-4 6-2 7-4;0-0 1-0 2-1 3-3 4-4 5-2 6-2 7-4;0-0 1-0 2-1 3-3 4-3 6-1 7-3;[0, 1];La impresora;L'imprimeur;La tipografa;الطابعة;Печатница;Друкарка;המדפיסת;FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
5;43;Buchdruckerin;234;FEMININE;1;;Fachkraefte;Liebhaberin;romantic;FEMININE;4;;none;none;none;none;none;Die Buchdruckerin flüstert ihrer Liebhaberin ein Kompliment zu.;La impresora le susurra un cumplido a su amante.;L'imprimeur murmure un compliment à son amant.;La tipografa sussurra un complimento al suo amante.;تُهمس الطابعة بكلمة إطراء لحبيبها.;Печатница шепчет комплимент своему возлюбленному.;Друкарка шепоче комплімент своєму коханому.;המדפיסת לוחשת מחמאה לאהובה.;0-0 1-1 2-3 3-7 4-8 5-4 6-5 7-8;0-0 1-0 2-1 3-5 4-6 5-2 6-3 7-4 7-6;0-0 1-1 2-2 3-6 4-7 5-3 6-4 7-7;0-1 1-1 2-0 4-4 5-2 6-3 7-4;0-0 1-0 2-1 3-3 4-4 5-2 6-2 7-4;0-0 1-0 2-1 3-3 4-4 6-2 7-4;0-0 1-0 2-1 3-3 4-3 6-1 7-3;[0, 1];La impresora;L'imprimeur;La tipografa;الطابعة;Печатница;Друкарка;המדפיסת;FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE'];FEMININE;['FEMININE']
6;46;Buchdrucker;234;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Matteo;MASCULINE;Matteo arbeitet als Buchdrucker.;Matteo trabaja como impresor de libros.;Matteo travaille comme imprimeur de livres.;Matteo lavora come stampatore di libri.;يعمل ماتيو في طباعة الكتب.;Маттео работает печатником книг.;Маттео працює друкарем книг.;מטאו עובד כמדפיס ספרים.;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-5;0-1 1-0 2-2 3-3 3-4;0-0 1-1 2-1 3-2 3-3;0-0 1-1 2-1 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como impresor libros.;comme imprimeur livres.;come stampatore libri.;في طباعة الكتب.;работает печатником книг.;працює друкарем книг.;כמדפיס ספרים.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];MASCULINE;['MASCULINE']
6;46;Buchdrucker;234;MASCULINE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Bente arbeitet als Buchdrucker.;Bente trabaja como impresor.;Bente travaille comme imprimeur.;Bente lavora come tipografo.;بينتي تعمل في مجال الطباعة.;Бенте работает печатником.;Бенте працює друкарем.;בנטה עובדת כמדפיסה.;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-3;0-0 1-1 2-2 3-4;0-0 1-1 2-2 3-2;0-0 1-1 3-2;0-0 1-1 2-2 3-2;[2, 3];como impresor.;comme imprimeur.;come tipografo.;في الطباعة.;печатником.;друкарем.;כמדפיסה.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE']
6;46;Buchdruckerin;234;FEMININE;3;;Fachkraefte;none;none;none;none;none;none;none;none;Bente;n;Bente arbeitet als Buchdruckerin.;Bente trabaja como impresor de libros.;Bente travaille comme imprimeur de livres.;Bente lavora come tipografo di libri.;بينتي تعمل في طباعة الكتب.;Бенте работает печатником книг.;Бенте працює друкарем книг.;בנטה עובדת כמדפיסת ספרים.;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-5;0-0 1-1 2-2 3-3 3-4;0-0 1-1 2-2 3-2 3-3;0-0 1-1 2-1 3-2 3-3;0-0 1-1 2-2 3-2 3-3;[2, 3];como impresor libros.;comme imprimeur livres.;come tipografo libri.;في طباعة الكتب.;печатником книг.;працює друкарем книг.;כמדפיסת ספרים.;MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];MASCULINE;['MASCULINE'];FEMININE;['FEMININE'];UNKNOWN;['UNKNOWN'];UNKNOWN;['UNKNOWN'];FEMININE;['FEMININE']
