Bezeichnung;Code
Textilmustergestalter/in - Textildruck	28112
Textilmustergestalter/in - Tufting (Nadelflor)	28112
Textilmusterzeichner/in	28112
Textilnäher/in	28222
Textilpfleger/in	54132
Textilproduktionsmechaniker/in	28102
Textilprüfer/in	28122
Textilreiniger/in	54132
Textilreinigerhelfer/in	54101
Textilreinigermeister/in/B. Prof. Textilreiniger-Handwerk	54193
Textilreinigerwerker/in (§66 BBiG/§42m HWO)	54132
Textilreinigungsanlagenbediener/in	54132
Textilreinigungsfacharbeiter/in	54132
Textilreinigungsfacharbeiter/in - Chemischreinigung	54132
Textilreinigungsfacharbeiter/in - Kleiderfärberei	54132
Textilreinigungsfacharbeiter/in - Wäscherei	54132
Textilrestaurator/in	28123
Textilriemenflechter/in	28122
Textilschmuckmacher/in	93382
Textilstopfer/in	28122
Textiltechniker/in - Prüftechnik	28123
Textiltechniker/in - Textilveredelung	28143
Textiltechniker/in (staatl.gepr. )	28103
Textiltechniker/in (staatl.gepr. ) - Chemiefasererzeugung	28123
Textiltechnische/r Assistent/in	28102
Textiltechnischer Assistent/in (Prüfwesen)	41322
Textilverarbeiter/in	28222
Textilverarbeiterhelfer/in	28221
Textilveredelungstechniker/in	28143
Textilveredler/in	28142
Textilveredler/in - Appretur	28142
Textilveredler/in - Beschichtung	28142
Textilveredler/in - Druckerei	28142
Textilveredler/in - Färberei	28142
Textilveredler/in - Maschinenführung	28142
Textilveredler/in - Qualitätskontrolle	27312
Textilveredler/in in Versuch u. Entwicklung	28142
Textilveredlungstechniker/in	28143
Textilverflechter/in	28122
Textilverflechterhelfer/in	28101
Textilverkäufer/in	62212
Textilwarenbeschauer/in	28122
Textilwäscher/in	54132
Textilwerker/in - Veredlung	28142
Textilwerker/in - Weberei	28122
Textilzeichner/in	28112
Textmontierer/in	23212
Texttypist/in	71432
Textverarbeiter/in	71402
Textverarbeitungslehrer/in	84213
Thanatopraktiker/in	82403
Theater- und Medienwissenschaftler/in	91244
Theater-, Film- und Fernsehwissenschaftler/in	91244
Theater-, Film- und Medienwissenschaftler/in	91244
Theateragent/in	94483
Theaterbeleuchter/in	94513
Theaterdekorateur/in	94612
Theaterdiener/in	63401
Theaterdirektor/in	94494
Theaterdramaturg/in	94404
Theaterfriseur/in	82312
Theateringenieur/in	94514
Theaterinspizient/in	94413
Theaterintendant/in	94494
Theaterkostümschneider/in	28222
Theaterleiter/in	94494
Theaterlektor/in	92424
Theatermaler/in	94612
Theatermaler/in/Theaterplastiker/in	94612
Theatermanager/in	94494
Theatermaschinist/in	94512
Theatermeister/in	94593
Theatermodist/in	28222
Theaterpädagoge/-pädagogin	84434
Theaterplastiker/in	94612
Theater-Regisseur/in/Spielleiter/in	94414
Theaterschauspieler/in	94214
Theaterschneider/in	28222
Theaterschuhmacher/in	28332
Theatertherapeut/in	81743
Theatertonmeister/in	94534
Theaterwissenschaftler/in	91244
Thekenkraft	63301
Theologe/Theologin - evangelisch	83314
Theologe/Theologin - Freikirchen	83314
Theologe/Theologin - islamisch	83314
Theologe/Theologin - jüdisch	83314
Theologe/Theologin - katholisch	83314
Theologe/Theologin - orthodox	83314
Therapeut/in - Kunsttherapie	81743
Therapeut/in - Sehstörungen	81132
Therapeutische/r Psychologe/Psychologin	81634
Thermiker/in - Walzwerk	24122
Thermometerbläser/in	21332
Thermometerjustierer/in (Thermometerschreiber/in)	21352
Thermometermacher/in - Thermometerblasen	21332
Thermometermacher/in - Thermometerjustieren	21352
Thermometermachermeister/in	21393
Thermometerschreiber/in	21352
Third-Level-Supporter/in	43223
Thoraxchirurg/in	81434
Tibetologe/Tibetologin	91164
Tiefbauarbeiter/in	32202
Tiefbauer/in	32202
Tiefbaufacharbeiter/in - Brunnen- und Spezialtiefbauarbeiten	32242
Tiefbaufacharbeiter/in - Gleisbauarbeiten	32232
Tiefbaufacharbeiter/in - Kanalbauarb. für Infrastrukturtech.	32252
Tiefbaufacharbeiter/in - Kanalbauarbeiten	32252
Tiefbaufacharbeiter/in - Leitungsbauarb. für Infrastrukturt.	34322
Tiefbaufacharbeiter/in - Rohrleitungsbauarbeiten	34322
Tiefbaufacharbeiter/in - Straßenbauarbeiten	32222
Tiefbaufacharbeiter/in (Gleisbau)	32232
Tiefbaufacharbeiter/in (ohne Angabe des Schwerpunkts)	32202
Tiefbauhelfer/in	32201
Tiefbauingenieur/in	32204
Tiefbaumaschinist/in	52522
Tiefbaumeister/in	32293
Tiefbaupolier/in	32293
Tiefbautechniker/in	32203
Tiefbautechniker/in (Kultur-, Wasserbau)	32263
Tiefbauunternehmer/in	31194
Tiefbauzeichner/in	27212
Tiefbohrer/in	32242
Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung)	21112
Tiefbohringenieur/in (FS)	21113
Tiefbohrmeister/-in (Bergbau)	21193
Tiefdrucker/in	23412
Tiefdrucker/in (Tapetendruck)	23412
Tiefdruckkopierer/in	23212
Tiefdruckretuscheur/in	23212
Tiefdruckrotationsdrucker/in	23412
Tiefdruckzylinderhersteller/in	23212
Tiefenpsychologe/-psychologin	81624
Tiefkühlkonservierer/in	29282
Tiefkühlkonservierer/in (Fischkonserven)	29242
Tiefkühlkosthersteller/in	29282
Tiefseetaucher/in	24432
Tiefzieher/in (Metall)	24122
Tierarzt/-ärztin - Groß- und Nutztiere	81514
Tierarzt/-ärztin - Haus- und Heimtiere	81524
Tierarzt/Tierärztin	81504
Tierarztfachhelfer/in	81143
Tierarzthelfer/in	81142
Tierarzthelfer/in - Laborarbeiten	81142
Tierarzthelfer/in (Büro u. Verwaltung)	81142
Tierarzthelfer/in in Forschung u. Lehre	81142
Tierarzthelfer/in in Großtierpraxen	81142
Tierarzthelfer/in in Kleintierpraxen	81142
Tierarzthelfer/in in Tierkliniken	81142
Tierärztliche/r Direktor/in	81594
Tierarztsekretär/in	73222
Tierasylleiter/in	11594
Tierausstopfer/in	41222
Tierbestatter/in	82402
Tierfänger/in	11732
Tierheilpraktiker/in	81532
Tierheimleiter/in	11594
Tierheimpfleger/in	11522
Tierhomöopath/in	81532
Tierkörperverwerter/in	34332
Tierlehrer/in	11582
Tiermediziner/in	81504
Tiermedizinische/r Fachangestellte/r	81142
Tiermedizinische/r Praxisassistent/in	81142
Tierpflegemeister/in	11593
Tierpfleger/in - Forschung und Klinik	11582
Tierpfleger/in - Haus- und Versuchstierpflege	11582
Tierpfleger/in - Nutztierhaltung	11512
Tierpfleger/in - Tierheim und Pensionstierpflege	11522
Tierpfleger/in - Tierheim und Tierpension	11522
Tierpfleger/in - Versuchstierhaltung	11582
Tierpfleger/in - Wildtierhaltung	11522
Tierpfleger/in - Zoo	11522
Tierpfleger/in - Zootierpflege	11522
Tierpflegerhelfer/in	11501
Tierphysiologe/-physiologin	41254
Tierphysiotherapeut/in	81532
Tierpsychologe/-psychologin	81584
Tierschutzbeauftragte/r	41254
Tiertrainer/in	11582
Tierversuchstechniker/in	81143
Tierwärter/in	11502
Tierwirt/in - Geflügelhaltung	11222
Tierwirt/in - Imkerei	11232
Tierwirt/in - Pelztierhaltung	11282
Tierwirt/in - Rinderhaltung	11212
Tierwirt/in - Schäferei	11212
Tierwirt/in - Schweinehaltung	11212
Tierwirtschaftsberater/in	11213
Tierwirtschaftsmeister/in - Bienenhaltung	11293
Tierwirtschaftsmeister/in - Geflügelhaltung	11293
Tierwirtschaftsmeister/in - Imkerei	11293
Tierwirtschaftsmeister/in - Pelztierhaltung	11293
Tierwirtschaftsmeister/in - Rinderhaltung	11293
Tierwirtschaftsmeister/in - Schäferei	11293
Tierwirtschaftsmeister/in - Schafhaltung	11293
Tierwirtschaftsmeister/in - Schweinehaltung	11293
Tierzuchtberater/in	11213
Tierzüchter/in	11212
Tierzüchterhelfer/in	11211
Tierzuchtinspektor/in	11213
Tierzuchtkontrolleur/in	11213
Tierzuchtleiter/in	11294
Tierzuchttechniker/in	81143
Tischbauer/in	22342
Tischler/in	22342
Tischler/in - Bau- und Möbeltischler/in	22342
Tischler/in - Bautischler/in	33332
Tischler/in - Böttcher/in	22382
Tischler/in - Böttcherei	22382
Tischler/in - Dekorationsbau	22342
Tischler/in - Dekorationsbauer/in	22342
Tischler/in - Möbeltischler/in	22342
Tischler/in - Parkettleger/in	33132
Tischler/in - Rahmenbauer/in	22342
Tischler/in - Restaurierungsarbeiten	22343
Tischler/in - Stellmacher/in	22382
Tischler/in und Glaser/in	22342
Tischlerfachwerker/in (§66 BBiG/§42m HWO)	22342
Tischlerhelfer/in	22301
Tischlermeister/in/B. Prof. Tischler-Handwerk	22393
Titelsetzer/in	23212
Toilettenmann/-frau	54101
Toilettenwärter/in	54101
Toleranzbohrer/in	24232
Tonassistent/in (Tontechnik)	94532
Tonaufnahmetechniker/in (Fernsehproduktion)	94533
Ton-Designer/in	94183
Tongerätemechaniker/in	26312
Tongewinnungsmaschinenführer/in	21212
Toningenieur/in	94534
Tonkünstler/in	94144
Tonmechaniker/in	26312
Tonmeister/in	94534
Tonmeister/in / Toningenieur/in	94534
Tontechniker/in	94533
Töpfer/in	93412
Töpfergeselle/Töpfergesellin	93412
Töpfermeister/in	93493
Torfarbeiter/in	21111
Torfmeister/in	21193
Tortenkonditor/in	29222
Totengräber/in	82401
Toupetmacher/in	82312
Tourenführer/in	63132
Tourenleiter/in - Fremdenverkehr	63142
Tourismuskaufmann/-frau (Privat- und Geschäftsreisen)	63112
Touristikassistent/in	63112
Touristikbetriebswirt/in (Fachschule)	63113
Touristikbetriebswirt/in (Hochschule)	63114
Touristikfachberater/in	63112
Touristik-Fachkraft	63112
Touristikfachwirt/in	63113
Touristikkaufmann/-frau	63112
Touristikmanager/in	63114
Touristiksachbearbeiter/in	63112
Toxikologe/Toxikologin	41254
Toxiokologie-Assistent/in	41212
Trabrennfahrer/in	94243
Trachtennäher/in	28222
Trachtenschneider/in	28222
Trailer-Producer/in	94404
Trainer/in - Fußball	84543
Trainer/in - Gymnastik	84553
Trainer/in - Hochleistungstennis	84543
Trainer/in - Leistungssport	84503
Trainer/in - Leistungszentren (Segeln)	84583
Trainer/in - Tanzsport	84533
Trainer/in - Tennis	84543
Trainer/in - Traberzucht und -rennen	84583
Trainer/in - Trabrennsport	84583
Trainer/in, Supervisor/in - Callcenter	92123
Trainingsleiter/in (Ballett)	94224
Trainingspurser/-purserette	84223
Traiteur/in	29302
Traktoren- und Landmaschinenschlosser/in	25222
Traktorenschlosser/in	25222
Traktorfahrer/in	52512
Traktorführer/in	52512
Traktorist/in	52512
Trambahnführer/in	52132
Transferstraßeneinrichter/in	24202
Transferstraßenfahrer/in	25122
Transformatorenreiniger/in	54142
Transformatorenwickler/in	26222
Transfusionsmediziner/in	81214
Transfusionsmedizinische/r Assistent/in	81212
Transparentdrucker/in	23412
Transport- und Lagerfacharbeiter/in	51312
Transportarbeiter/in	51311
Transportgeräteführer/in	52531
Transporthelfer/in	51311
Transportsanitäter/in	81342
Transtainer-Fahrer/in	52532
Trapezkünstler/in	94283
Trauerbinder/in	12202
Trauerredner/in	92434
Travestie-Künstler/in	94383
Treasurer	72214
Treckerfahrer/in	52512
Treckerführer/in	52512
Treibnetzfischer/in	11422
Treibriemensattler/in	28322
Treppenbauer/in (Stein, Beton)	32112
Treppenbaumaurer/in	32122
Treppenbaumonteur/in (Holz)	33322
Treppenbautischler/in	33332
Treppenbauzimmer(er/in)	33322
Tresorverwalter/in	72182
Tressenmacher/in	28122
Treuhänder/in	72244
Triangelmacher/in	93682
Tribünenbauer/in	32162
Trichinenschauer/in	53333
Trickassistent/in (Filmkamera)	94522
Trick-Cutter/in	94533
Trickfilm-Illustrator/in	93323
Trickfilmzeichner/in	93323
Trickkopierer/in (Filmkopienfertigung)	23312
Triebfahrzeugführer/in	52202
Triebwagenführer/in	52202
Triebwerkmechaniker/in	25232
Trikotagennäher/in	28222
Trikotwirker/in	28122
Trockenanlagenführer/in (Holztrocknung)	22312
Trockenausbauer/in	33302
Trockenbatteriehersteller/in	26301
Trockenbauer/in	33302
Trockenbaufachkraft	33302
Trockenbauhelfer/in	33301
Trockenbaumeister/in	33393
Trockenbaumonteur/in	33302
Trockenbaumonteur/in (Schallschutz, Akustik)	33302
Trockenbaupolier/in	33393
Trockengussformer/in	24142
Trockenmaschinenführer/in (Papier-, Zellstoffherstellung)	23112
Trockenmaschinengehilfe/-gehilfin (Papier-, Zellstoffherst.)	23101
Trommel- und Schlagzeugmachermeister/in	93693
Trommelmacher/in	93682
Trommelmischerfahrer/in	52122
Trompetenlehrer/in	84414
Trompetenmacher/in	93632
Trompetenrestaurator/in	93633
Trompeter/in	94114
Tubalehrer/in	84414
Tuchappreteur/in	28142
Tuchausrüster/in	28142
Tuchmacher/in (Wollstoffmacher/in)	28122
Tuchstopfer/in	28122
Tuchwalker/in	28142
Tuchweber/in	28122
Tufterhelfer/in	28101
Tuftingmaschineneinrichter/in	28122
Tuftingwarenmacherhelfer/in	28101
Tuftingwarennacharbeiter/in	28122
Tuftingwarennachseher/in	28122
Tüllweber/in	28122
Tüncher/in	33212
Tunnelbauer/in	32252
Tunnelbauer/in, Mineur/in	32252
Tunnelbaumaschinenführer/in	52522
Tunnelmeister/in	32293
Tunnelwart/in	51212
Tunnelwärter/in	51212
Turbinenbauer/in	25182
Turbinenmaschinist/in	26232
Turbinenmechaniker/in	25182
Turbinenmeister/in (Kraftwerk)	26233
Turbinenmonteur/in	25182
Turbinenschlosser/in	25182
Türenbauer/in	33332
Turkologe/Turkologin	91154
Turmdachdecker/in	32142
Turmdrehkranführer/in	52532
Turmuhrmacher/in	24532
Turn- und Sportlehrer/in - Waldorfschulen	84124
Turngerätesattler/in	28322
Turnierrichter/in (Reitsport)	84583
Türsteher/in	53111
TV-Assistent/in - Video u. Fernsehen	94402
TV-Moderator/in	94334
TV-Produktionsmanager/in	94493
Typogestalter/in	23213
Typografmaschinensetzer/in	23212
U-Bahn-Fahrer/in	52132
Überholer/in (Schuhfertigung)	28332
Übersetzer/in	71424
Übersetzer/in (Schulischer Bereich)	71423
Übungsleiter/in	84503
Übungsleiter/in - Breitensport	84503
Übungsleiter/in - Prävention/Rehabilitation	84503
Ugrist/in	91144
Uhren- und Schmuckverkäufer/in	62222
Uhrenbauer/in	24532
Uhrenbestandteilmacher/in	24532
Uhrenfachberater/in	62222
Uhrenfachverkäufer/in	62222
Uhrengehäusedreher/in	24232
Uhrengehäusemacher/in	22342
Uhrengehäusemachermeister/in	24593
Uhrenmechaniker/in	24532
Uhrenrestaurator/in	24533
Uhrentechniker/in	24533
Uhrenverkäufer/in	62222
Uhrmacher/in	24532
Uhrmacherhelfer/in	24511
Uhrmachermeister/in/B. Prof. Uhrmacher-Handwerk	24593
Uhrmacherwerkstattleiter/in	24593
Uhrmacherwerkstattmeister/in	24593
Uhrsteinschleifer/in	93522
Uhrsteinschneider/in	93522
Ukrainist/in	91144
Ultraschallprüfer/in	27312
Umrollergehilfe/-gehilfin (Papierausrüstung)	23101
Umschlaginspektor/in (Binnenhafen)	51332
Umschlagmeister/in (Binnenhafen)	51393
Umspuler/in (Drahtverarbeitung)	24212
Umwalzer/in	24122
Umweltanalytiker/in	42314
Umweltanalytiker/in (Chemiker/in)	42314
Umwelt-Auditor/in	42314
Umweltbeauftrage/r	42314
Umweltberater/in - Handwerk	42313
Umweltbiologe/-biologin	42314
Umweltchemiker/in	42314
Umwelterzieher/in	91334
Umweltfachwirt/in	42313
Umweltgeologe/-geologin	42314
Umweltgeologietechniker/in	42113
Umweltgutachter/in	42314
Umweltinformatiker/in	43114
Umweltmanagementbeauftragte/r	42314
Umweltmineraloge/-mineralogin	42314
Umweltnaturwissenschaftler/in	42314
Umweltökologe/-ökologin	42314
Umweltökonom/in	42314
Umweltökonomiebetriebswirt/in (Hochschule)	42314
Umweltpädagoge/Umweltpädagogin	91334
Umweltpsychologe/-psychologin	81614
Umweltreferent/in	42314
Umweltsachbearbeiter/in	42313
Umweltschutzbeauftragte/r	42314
Umweltschutzberater/in	42313
Umweltschutzfachkraft	42313
Umweltschutzfachwirt/in - Handwerk	42313
Umweltschutzingenieur/in	42204
Umweltschutzlabortechniker/in	42203
Umweltschutztechniker/in - Abwassertechnik	42283
Umweltschutztechniker/in - Labortechnik	42203
Umweltschutztechniker/in - Landschaftsökologie	42283
Umweltschutztechniker/in - Verfahrenstechnik	42203
Umweltschutztechniker/in - Wasserver- und entsorgung	42283
Umweltschutztechnische/r Assistent/in	42202
Umweltschutztechnische/r Assistent/in - Landespflege	42202
Umweltschutzverfahrenstechniker/in	42203
Umwelttechnologe/-technologin - Abwasserbewirtschaftung	34312
Umwelttechnologe/-technologin - Kreislauf-/Abfallwirtschaft	34332
Umwelttechnologe/-technologin - Rohrleitung./Industrieanlag.	34312
Umwelttechnologe/-technologin - Wasserversorgung	34312
Umwelttechnologe/-technologin-Rohrl./Industr.(Industr.)	34312
Umwelttechnologe/-technologin-Rohrl./Industr.(Rohrl.)	34312
Umweltwissenschaftler/in	42314
Umwelt-Zertifizierer/in	42314
Underwriter (Versicherung)	72133
Unfallchirurg/in	81434
Unfallforscher/in (Psychologie)	81614
Unfallhelfer/in	81341
Uniformschneider/in	28222
Unimogfahrer/in	52122
Universalbaggerführer/in	52522
Universaldreher/in	24232
Universaldrücker/in	24212
Universalfräser/in	24232
Universalhärter/in	24302
Universalhobler/in	24232
Universalschleifer/in	24222
Universalschweißer/in	24422
Universitätsrektor/in	84394
Unterglasurmaler/in	93422
Untergrundbahnwagenführer/in	52132
Unterhaltsreiniger/in	54112
Unterhaltungselektroniker/in	26312
Unterhaltungskünstler/in	94303
Unterhaltungsmusiker/in	94114
Unternehmensberater/in	71324
Unternehmensethiker/in	91214
Unternehmensplaner/in	71314
Unternehmensredakteur/in	92413
Unterrichtsentbindungspfleger/Unterrichtshebamme	84213
Unterrichtsleiter/in (Bürotechnik/Kurzschrift/Textverarb.g)	84214
Unterrichtspfleger/-schwester	84213
Untersohlenschärfer/in	28332
Unterstufenbetreuer/in (Gymnasium)	84184
Unterstufenleiter/in (Gymnasium)	84184
Untertitler/in	71423
Unterwasserschweißer/in	24432
Urologe/Urologin	81444
UX-Designer/in	23223
UX-Researcher/in	91344
Vakuumschmelzer/in	24112
Vegetationskundler/in	41244
Venture-Capitalist	72144
Ver- u. Entsorger/in - Deponiebetrieben	34332
Ver- u. Entsorger/in - Industrie	34332
Ver- u. Entsorger/in - Kanalüberwachung, Kanalreinigung	34312
Ver- u. Entsorger/in - Kompostierwerken	34332
Ver- u. Entsorger/in - Müllverbrennungsanlagen	34332
Ver- u. Entsorger/in - Recyclingbetrieben	34332
Ver- u. Entsorger/in - Sonderabfälle	34332
Ver- und Entsorger/in - Abfall	34332
Ver- und Entsorger/in - Abwasser	34312
Ver- und Entsorger/in - Wasserversorgung	34312
Veranstaltungscaterer	63394
Veranstaltungsfachkraft	94512
Veranstaltungsfachwirt/in	63403
Veranstaltungsingenieur/in	94514
Veranstaltungskaufmann/-frau	63402
Veranstaltungsmanager/in	63403
Verantwortliche/r - Veranstaltungstechnik	94593
Verarbeitungsingenieur/in (Chemiefasertechnologie)	28123
Verbandsrevisor/in (Sparkasse)	72244
Verbands-Skilanglauflehrer/in	84583
Verbands-Skilehrer/in	84583
Verbands-Snowboardlehrer/in	84583
Verbindungsingenieur/in	24424
Verbindungstechniker/in	24423
Verbleier/in (Bleilöter/in)	24422
Verblendmaurer/in	32122
Verbraucherberater/in	83223
Verchromer/in	24302
Verdampfersteuerer/-steuerin (Milchverarbeitung)	29252
Verdeckhersteller/in	28242
Verdecksattler/in	28322
Verdrahtungsprüfer/in	26301
Veredler/in (Textil)	28142
Vereins-/Verbandsgeschäftsführer/in	71224
Vereins-/Verbandsmitarbeiter/in	71402
Verfahrenselektroniker/in (Prozessleitelektronik)	26122
Verfahrensentwickler/in (Kraftfahrzeugtechnik)	25213
Verfahrensentwickler/in (Systeme, Methoden, Tools)	43323
Verfahrensmech. - Hütten-/Halbzeugind.	24112
Verfahrensmech. - Hütten-/Halbzeugind. -Eisen-/Stahl-Metall.	24112
Verfahrensmech. - Hütten-/Halbzeugind. -Nichteisen-Metallur.	24112
Verfahrensmech. - Hütten-/Halbzeugind. -Nichteisen-Umformung	24122
Verfahrensmech. - Hütten-/Halbzeugind. -Stahl-Umformung	24122
Verfahrensmech. Steine-/Erdeni.(vorgefertigte Betonerzeug.)	21222
Verfahrensmech.-Kunststoff-/Kautschukt.	22102
Verfahrensmech.-Kunststoff-/Kautschukt.-Bauteile	22102
Verfahrensmech.-Kunststoff-/Kautschukt.-Comp.-/Masterbatch.	22102
Verfahrensmech.-Kunststoff-/Kautschukt.-Faserverbundtechn.	22102
Verfahrensmech.-Kunststoff-/Kautschukt.-Formteile	22102
Verfahrensmech.-Kunststoff-/Kautschukt.-Halbzeuge	22102
Verfahrensmech.-Kunststoff-/Kautschukt.-Kunststofffenster	22102
Verfahrensmech.-Kunststoff-/Kautschukt.-Mehrschichtkautsch.	22102
Verfahrensmech.-Kunststoff-/Kautschuktechnik (m. Schwerp.)	22102
Verfahrensmechaniker/in - Beschichtungstechnik	24302
Verfahrensmechaniker/in - Brillenoptik	21362
Verfahrensmechaniker/in - Gipsplatten oder Faserzement	21222
Verfahrensmechaniker/in - Glastechnik	21312
Verfahrensmechaniker/in - Kalksandsteine oder Porenbeton	21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Asphalttechnik	21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Baustoffe	21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Gipspl./Faserz.	21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Kalks./Porenb.	21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Transportbeton	21222
Verfahrensmechaniker/in - Steine-/Erdenind.- vorg. Betonerz.	21222
Verfahrensmechaniker/in - Transportbeton	21222
Verfahrensmechaniker/in - vorgefertigte Betonerzeugnisse	21222
Verfahrensmechaniker/in - Zieherei	24122
Verfahrenstechnolog(e/in) - Mühlen-/Getreidew. - Agrarlager	29212
Verfahrenstechnolog(e/in) - Mühlen-/Getreidew. - Müllerei	29212
Verfahrenstechnolog(e/in) Metall - Eisen-/Stahlmetallurgie	24112
Verfahrenstechnolog(e/in) Metall - Nichteisenmetallumformung	24122
Verfahrenstechnolog(e/in) Metall - Nichteisenmetallurgie	24112
Verfahrenstechnolog(e/in) Metall - Stahlumformung	24122
Verfahrenstechnologe/-technologin - Mühlen-/ Futtermittelw.	29212
Verfassungsschutzbeamt(er/in) (geh. Dienst)	73163
Verfassungsschutzbeamt(er/in) (höh. Dienst)	73164
Verfuger/in	32122
Vergabemanager/in	71384
Verglaser/in	33342
Verglasungstechniker/in	21313
Vergolder/in	93342
Vergolder/in (Metalloberflächenveredlung)	24302
Vergoldermeister/in - Restaurierungsarbeiten	93343
Vergoldermeister/in (Metalloberflächenveredelung)	24393
Vergoldermeister/in/B. Prof. Vergolder-Handwerk	93393
Verhaltensbiologe/-biologin	41254
Verhaltensforscher/in	41254
Verhaltenstherapeut/in	81634
Verhaltenstrainer/in, Kommunikationstrainer/in	84404
Verhandlungsstenograf/in	71433
Verkäufer/in	62102
Verkäufer/in - Bäckerhandwerk	62312
Verkäufer/in - Baubedarf	62262
Verkäufer/in - Blumenzwiebeln und Knollen	62262
Verkäufer/in - Bürobedarf	62232
Verkäufer/in - Drogeriewaren	62412
Verkäufer/in - Einzelhandel	62102
Verkäufer/in - Elektronik	62242
Verkäufer/in - Fleischerhandwerk	62322
Verkäufer/in - Foto/Video	62242
Verkäufer/in - Gartengeräte, -maschinen	62262
Verkäufer/in - Geschenkartikel	62232
Verkäufer/in - Haushaltswaren	62242
Verkäufer/in - Heimwerker- und Hobbybedarf	62262
Verkäufer/in - Kfz-Zubehör, Reifen	62272
Verkäufer/in - Konditorhandwerk	62312
Verkäufer/in - Kosmetik und Körperpflege	62412
Verkäufer/in - Kraftfahrzeuge, Teile und Zubehör	62272
Verkäufer/in - Lebensmittelhandwerk	62302
Verkäufer/in - Lederwaren	62212
Verkäufer/in - Medizintechnik, medizinische Einrichtungen	62422
Verkäufer/in - Metzgerhandwerk	62322
Verkäufer/in - Möbel	62252
Verkäufer/in - Nahrungsmittelhandwerk	62302
Verkäufer/in - Papierwaren (Einzelhandel)	62232
Verkäufer/in - Pflanzen und Saatgut	62262
Verkäufer/in - Reform- und Diätwaren	62382
Verkäufer/in - Sanitär, Heizung, Installation	62262
Verkäufer/in - Sanitätsfachhandel	62422
Verkäufer/in - Schlachterhandwerk	62322
Verkäufer/in - Schmuck/Uhren/Gold-/Silberwaren	62222
Verkäufer/in - Schuhe	62212
Verkäufer/in - Spielwaren	62232
Verkäufer/in - Sportartikel	62212
Verkäufer/in - Textilien, Bekleidung	62212
Verkäufer/in - Zoobedarf und Heimtierverkauf	62262
Verkäufer/in - Zweiradfachhandel	62272
Verkaufsaufsicht	62193
Verkaufsberater/in	62102
Verkaufsberater/in - Bau- und Heimwerkerbedarf	62262
Verkaufsberater/in - Kraftfahrzeuge, Teile und Zubehör	62272
Verkaufsberater/in - Vertrieb	61123
Verkaufsfahrer/in	62122
Verkaufsgärtner/in	62262
Verkaufskassierer/in	62112
Verkaufskraft (§66 BBiG/§42m HWO)	62102
Verkaufsleiter/in	62194
Verkaufsleiter/in im Lebensmittelhandwerk	62194
Verkaufsleiter/in im Nahrungsmittelhandwerk	62194
Verkaufsmetzger/in	62322
Verkaufssachbearbeiter/in	61122
Verkaufstrainer/in	84484
Verkehrsamtsdirektor/in	63194
Verkehrsassistent/in	51632
Verkehrsbauingenieur/in	31134
Verkehrsbautechniker/in	31133
Verkehrsbetriebswirt/in (Hochschule)	51614
Verkehrsdienstassistent/in (Flugdienst)	51532
Verkehrsdirektor/in	63194
Verkehrserzieher/in	84513
Verkehrsfachwirt/in	51613
Verkehrsfachwirt/in - Schifffahrt	51653
Verkehrsfachwirt/in - Spedition	51623
Verkehrsfachwirt/in (Güterverkehr)	51613
Verkehrsfachwirt/in (Personenverkehr)	51613
Verkehrsflugzeugführer/in (ATPL (A))	52314
Verkehrsgeograf/in	42134
Verkehrshilfsdienstfahrer/in	25212
Verkehrsingenieur/in	51504
Verkehrsingenieur/in (FS) - Technologie des Eisenbahntransp.	51523
Verkehrsingenieur/in (FS) - Technologie des Kraftverkehrs	51513
Verkehrskaufmann/-frau - Binnenschiffsverkehr	51652
Verkehrskaufmann/-frau - Eisenbahnverkehr	51632
Verkehrskaufmann/-frau - Kraftverkehr	51622
Verkehrskaufmann/-frau - Luftverkehr	51642
Verkehrskaufmann/-frau - Seeverkehr	51652
Verkehrskaufmann/-frau - Spedition	51622
Verkehrskaufmann/-frau - Tourismus	63112
Verkehrskontrolleur/in	53182
Verkehrslehrer/in	84513
Verkehrsleiter/in - Kraftverkehrsunternehmen	51593
Verkehrslotse/-lotsin	53182
Verkehrsmanagementtechniker/in	51503
Verkehrsmanager/in	51504
Verkehrsmeister/in	51593
Verkehrspädagoge/-pädagogin	91334
Verkehrsplaner/in	51504
Verkehrspolizist/in	53212
Verkehrspsychologe/-psychologin	81614
Verkehrspsychologische/r Sachverständige/r	81614
Verkehrstechniker/in - Eisenbahnbetrieb	51523
Verkehrstechniker/in - Verkehrsmanagement	51503
Verkehrsüberwacher/in (Flugsicherung)	51533
Verkehrsüberwacher/in / Hilfspolizist/in	53182
Verkehrsvereinsdirektor/in	63194
Verkehrswirtschaftler/in	51614
Verkupferer/Verkupferin	24302
Verladearbeiter/in	51311
Verladeaufseher/in	51393
Verladebrückenführer/in	52532
Verladekranmaschinist/in	52532
Verlademeister/in	51393
Verlader/in	51311
Verlagsassistent/in	92302
Verlagsbuchbinder/in	23422
Verlagsbuchhändler/in	92302
Verlagsfachkraft	92302
Verlagsfachwirt/in - Herstellung	92303
